country,country_code_2_digit,country_code_3_digit,population,daily_count,reported_date,confirmed cases_count,deaths_count,source
Azerbaijan,AZ,AZE,10139175,548,2020-07-10,548,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,2020-02-12,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,5,2020-07-24,5,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-06-12,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,13,2020-09-27,13,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,62,2020-09-08,62,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,1171,2020-10-14,1171,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,3,2020-05-11,,3,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,3,2020-05-14,,3,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,106,2020-10-25,,106,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,23,2020-06-03,,23,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,2020-03-02,,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,4,2020-10-08,,4,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-02-08,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,96,2020-08-23,96,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,1,2020-06-02,1,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,36,2020-03-20,36,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-10-09,,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,282,2020-09-17,282,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,338,2020-08-21,338,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,496,2020-07-25,496,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2,2020-09-28,,2,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,606,2020-03-26,606,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,1,2020-04-30,,1,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,1,2020-08-28,,1,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,1,2020-05-03,,1,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,59,2020-05-01,59,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,139,2020-08-21,139,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2,2020-05-01,2,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,193,2020-08-12,193,,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2,2020-06-29,2,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,21,2020-09-29,21,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,1316,2020-04-12,1316,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-02-06,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-05-15,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,2020-02-20,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-05-24,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,971,2020-03-28,,971,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,176,2020-05-30,176,,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,2020-08-31,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,1,2020-04-21,,1,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,2020-03-02,,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-05-04,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,2020-02-19,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,10,2020-05-16,10,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-03-31,,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-06-11,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,1166,2020-10-22,1166,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,10,2020-10-06,10,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,87,2020-10-11,87,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,688,2020-09-20,688,,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,2020-04-24,0,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,2020-01-11,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,2020-06-15,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,744,2020-09-05,744,,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,2020-03-05,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,6868,2020-10-20,6868,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,5,2020-03-16,5,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-02-02,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-06-20,0,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,2020-01-30,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,80,2020-10-15,80,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-01-25,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,10,2020-10-01,,10,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,6,2020-07-12,6,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2,2020-08-18,,2,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-02-22,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,1,2020-04-02,,1,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,2020-06-20,,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,2020-03-16,,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,9,2020-08-29,,9,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,2020-02-21,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,2020-01-15,0,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,4,2020-04-14,4,,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,2020-01-25,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,2020-03-22,,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,1,2020-06-26,1,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,2020-03-03,0,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,2020-08-03,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,2020-03-24,,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,2020-09-12,,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,6,2020-04-03,6,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,11,2020-07-11,,11,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,58,2020-09-21,58,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,2020-03-17,,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,3,2020-08-26,,3,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,7,2020-09-18,,7,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-04-02,,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,8,2020-08-27,,8,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,2020-04-06,,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,2020-03-17,,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,10799,2020-09-22,10799,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,704,2020-10-04,704,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,2020-02-29,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,2020-01-27,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,1,2020-06-07,,1,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,54,2020-07-08,54,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,2020-08-10,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-07-10,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,36,2020-08-27,36,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,9,2020-06-21,,9,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,552,2020-09-27,552,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,130,2020-06-05,,130,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,9,2020-03-01,9,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,2020-03-31,0,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-09-21,,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,334,2020-06-24,334,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,1525,2020-04-28,1525,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,363,2020-04-19,363,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,2020-05-17,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,5849,2020-04-25,5849,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,7,2020-05-29,,7,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,8,2020-10-08,,8,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,33,2020-06-12,33,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,147,2020-04-09,147,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,2020-01-23,0,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,246,2020-07-20,246,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,292,2020-04-07,292,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,3130,2020-09-28,3130,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,140,2020-09-27,140,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,20,2020-04-06,20,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,123,2020-05-11,,123,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,35,2020-08-18,35,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2091,2020-10-25,2091,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2,2020-09-01,,2,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,104,2020-05-10,,104,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-08-27,,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,2020-06-09,,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,381,2020-04-26,381,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,1357,2020-07-22,1357,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,305,2020-07-12,305,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,26,2020-05-31,,26,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,30,2020-09-29,,30,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,7,2020-04-21,,7,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,270,2020-06-13,270,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1673,2020-09-10,1673,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,9,2020-04-20,9,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,2020-02-26,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,81,2020-04-25,81,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,155,2020-09-16,155,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,442,2020-05-28,442,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,322,2020-05-22,322,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,6,2020-06-21,,6,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,1,2020-08-11,,1,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2,2020-02-26,2,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,6,2020-05-14,,6,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,1054,2020-10-20,1054,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,2020-01-05,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,215,2020-10-10,215,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,1,2020-08-13,,1,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,1,2020-10-05,,1,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,732,2020-06-15,732,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,3,2020-04-18,,3,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,13,2020-03-18,13,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,121,2020-08-03,121,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2,2020-06-26,,2,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,6,2020-09-17,,6,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,20,2020-09-16,,20,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,2020-04-30,,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,2020-02-16,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,46,2020-04-22,46,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,1,2020-04-22,,1,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,2020-02-02,0,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,11,2020-08-25,,11,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,69,2020-10-18,,69,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,554,2020-07-16,554,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,1,2020-05-12,,1,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,2020-07-29,,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,271,2020-09-05,271,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-09-15,,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,2020-07-06,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,1,2020-03-09,1,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,204,2020-09-14,204,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,4,2020-05-28,,4,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,7,2020-05-21,,7,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,55,2020-09-15,55,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,52,2020-08-12,52,,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,2020-07-27,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,2020-06-03,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,5,2020-10-11,,5,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,2020-01-12,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,95,2020-03-29,95,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,2020-06-29,,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,2020-02-28,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,301,2020-09-04,301,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,2020-07-23,,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,2020-05-18,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,16,2020-04-05,16,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,2020-01-17,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,41,2020-08-14,41,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,3,2020-06-28,3,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,165,2020-06-09,165,,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,2020-06-06,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-07-09,,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,2020-03-05,,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,16,2020-04-18,,16,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,23,2020-06-05,23,,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,224,2020-08-02,224,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,23,2020-10-03,,23,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,3,2020-10-25,,3,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,2020-08-22,,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,2020-06-13,,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,5,2020-09-10,5,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,2020-02-07,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,2020-01-11,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,13,2020-06-20,13,,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,2020-04-15,,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-04-06,,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2,2020-09-01,,2,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,2020-07-06,,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,6,2020-04-16,6,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,7,2020-07-06,,7,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,2020-01-04,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,78,2020-09-14,78,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,93,2020-02-26,93,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,2020-08-24,,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,1351,2020-10-22,1351,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,3,2020-08-24,3,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,2020-01-24,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2,2020-04-29,,2,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1562,2020-06-15,1562,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,2020-02-15,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,58,2020-05-04,,58,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,2020-07-20,,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,13,2020-08-08,,13,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,8,2020-07-09,,8,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,437,2020-10-17,437,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,2020-01-10,0,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,19,2020-09-02,,19,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1345,2020-08-07,1345,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,110,2020-09-11,,110,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,2020-03-05,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,2020-06-15,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,3,2020-06-12,,3,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,2020-10-18,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2,2020-06-02,2,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-07-17,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,852,2020-07-10,852,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,8,2020-07-05,,8,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,3,2020-03-14,,3,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,1,2020-09-24,,1,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,2020-08-18,,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,2020-08-14,,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,2020-03-08,0,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2,2020-06-08,,2,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,32,2020-08-30,,32,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,201,2020-05-31,201,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,482,2020-05-24,482,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-09-14,0,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,21,2020-05-27,,21,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,926,2020-07-18,926,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,599,2020-04-06,,599,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,21,2020-05-20,21,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-02-09,0,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,2020-01-20,0,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,193,2020-06-18,193,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,46,2020-06-01,,46,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,2020-01-14,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,168,2020-07-05,,168,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,108,2020-08-20,108,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,41,2020-03-30,41,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,2020-03-10,,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,730,2020-07-01,730,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,8,2020-06-12,8,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,4,2020-05-11,,4,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,47,2020-08-17,47,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,257,2020-05-31,257,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,2020-07-07,,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2951,2020-04-21,2951,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,1,2020-09-01,,1,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,2020-02-23,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,3,2020-07-14,3,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,513,2020-07-07,513,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,2020-03-08,,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,0,2020-01-10,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,6,2020-07-02,,6,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,595,2020-07-28,595,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,3,2020-09-27,,3,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,6,2020-07-13,,6,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-06-07,0,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,179,2020-03-15,179,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,2020-03-08,0,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,60,2020-06-18,60,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,26,2020-08-31,26,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,3,2020-08-14,,3,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,180,2020-04-22,180,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-08-30,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,2020-06-05,,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-08-09,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-02-13,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,4,2020-05-20,,4,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,2020-01-27,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,7,2020-10-02,,7,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,5,2020-09-09,,5,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,777,2020-04-23,777,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,2020-02-05,0,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,1,2020-09-23,,1,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,6,2020-09-02,,6,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,35,2020-04-03,35,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,223,2020-08-14,223,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,6,2020-04-08,6,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,1,2020-07-16,1,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-08-10,,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,233,2020-08-07,233,,"Epidemic intelligence, national daily data"
